path,ext,ok,empty,textBytes,images,error,panic,millis,minMillis,maxMillis,runs
testdata\web-samples\samples\xls\002505.xls,.xls,true,false,3123432,0,,,2888,2381,3341,2888|3341|2381
testdata\web-samples\samples\xls\006087.xls,.xls,true,false,290195,0,,,5699,5595,6162,5699|5595|6162
testdata\web-samples\samples\xls\008055.xls,.xls,true,false,17684747,0,,,6996,6941,8679,8679|6996|6941
testdata\web-samples\samples\xls\016161.xls,.xls,true,false,8179182,0,,,2619,2540,2657,2540|2619|2657
testdata\web-samples\samples\xls\019088.xls,.xls,true,false,281048,0,,,1813,1786,1886,1813|1786|1886
testdata\web-samples\samples\xls\019089.xls,.xls,true,false,306058,0,,,1777,1725,1802,1725|1777|1802
