path,ext,ok,empty,textBytes,images,error,panic,millis
.\testdata\web-samples\samples\xls\008055.xls,.xls,true,false,17684747,0,,,20921
.\testdata\web-samples\samples\xls\013623.xls,.xls,true,false,1329843,0,,,4883
.\testdata\web-samples\samples\xls\016161.xls,.xls,true,false,8179182,0,,,8842
.\testdata\web-samples\samples\xls\018548.xls,.xls,true,false,1541448,0,,,5714
.\testdata\web-samples\samples\xls\019088.xls,.xls,true,false,281048,0,,,22583
.\testdata\web-samples\samples\xls\019089.xls,.xls,true,false,306058,0,,,19717
