path,ext,ok,empty,textBytes,images,error,panic,millis
testdata\web-samples\samples\xls\008055.xls,.xls,true,false,19557230,0,,,9498
testdata\web-samples\samples\xls\013623.xls,.xls,true,false,1329843,0,,,3364
testdata\web-samples\samples\xls\016161.xls,.xls,true,false,9254740,0,,,4735
testdata\web-samples\samples\xls\018548.xls,.xls,true,false,1708438,0,,,2975
testdata\web-samples\samples\xls\019088.xls,.xls,true,false,281048,0,,,3487
testdata\web-samples\samples\xls\019089.xls,.xls,true,false,306058,0,,,3438
