path,ext,ok,empty,textBytes,images,error,panic,millis
testdata\web-samples\samples\xls\008055.xls,.xls,true,false,17684747,0,,,5707
testdata\web-samples\samples\xls\013623.xls,.xls,true,false,1329843,0,,,2443
testdata\web-samples\samples\xls\016161.xls,.xls,true,false,8179182,0,,,3034
testdata\web-samples\samples\xls\018548.xls,.xls,true,false,1541448,0,,,2199
testdata\web-samples\samples\xls\019088.xls,.xls,true,false,281048,0,,,2028
testdata\web-samples\samples\xls\019089.xls,.xls,true,false,306058,0,,,1935
