path,ext,ok,empty,textBytes,images,error,panic,millis,minMillis,maxMillis,runs
testdata/web-samples/samples/xlsx/00012389.xlsx,.xlsx,true,false,11148655,0,,,2484,2012,3076,2012|2484|3076|3006|2423
