path,ext,ok,empty,textBytes,images,error,panic,millis,minMillis,maxMillis,runs
testdata/web-samples/samples/xlsx/00012389.xlsx,.xlsx,true,false,11148655,0,,,3141,2426,3339,2426|3339|3177|3141|3094
