path,ext,ok,empty,textBytes,images,error,panic,millis
testdata\web-samples\samples\docx\00003763.docx,.docx,true,false,452973,10,,,117269
testdata\web-samples\samples\docx\223624.docx,.docx,true,false,757148,33,,,22865
