path,ext,ok,empty,textBytes,images,error,panic,millis,minMillis,maxMillis,runs
testdata\web-samples\samples\xls\002505.xls,.xls,true,false,3123432,0,,,1436,1422,1581,1422|1436|1581
testdata\web-samples\samples\xls\006087.xls,.xls,true,false,290195,0,,,1692,1663,1698,1698|1663|1692
testdata\web-samples\samples\xls\008055.xls,.xls,true,false,17684747,0,,,4933,4305,5073,4933|5073|4305
testdata\web-samples\samples\xls\016161.xls,.xls,true,false,8179182,0,,,1771,1680,1781,1680|1781|1771
testdata\web-samples\samples\xls\019088.xls,.xls,true,false,281048,0,,,1062,1061,1282,1061|1282|1062
testdata\web-samples\samples\xls\019089.xls,.xls,true,false,306058,0,,,1157,1105,1163,1163|1105|1157
