ext,status,name,size_or_detail,source
.pptx,ok,759/759559.pptx,103741,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,701/701828.pptx,8453721,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,881/881713.pptx,1198292,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,941/941381.pptx,368351,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,799/799761.pptx,328954,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,951/951787.pptx,180268,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,978/978134.pptx,178381,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,981/981539.pptx,170128,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,976/976041.pptx,2428776,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,978/978133.pptx,4443781,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,996/996017.pptx,4710480,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,937/937748.pptx,5214130,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.pptx,ok,999/999184.pptx,1326909,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/pptx.zip
.xls,skip-large,000/000032.xls,28598784,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,004/004700.xls,27972096,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,007/007262.xls,28640768,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,007/007263.xls,28416512,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,008/008060.xls,66431488,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,008/008062.xls,26622464,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,009/009925.xls,30238720,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,013/013150.xls,27970560,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,skip-large,013/013154.xls,133206528,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000036.xls,81920,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000035.xls,34304,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000031.xls,2374656,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000038.xls,71680,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000037.xls,3795968,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000030.xls,7883264,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000033.xls,5580288,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000034.xls,14257664,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000041.xls,101376,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000040.xls,52224,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000042.xls,92160,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,error,000/000044.xls,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1082)>,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000046.xls,74240,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000045.xls,2823168,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000047.xls,2742784,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000043.xls,14646272,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000048.xls,2856960,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000049.xls,3138560,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000050.xls,9473536,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000051.xls,3769856,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000052.xls,2434048,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000054.xls,169472,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000053.xls,6325248,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000055.xls,14073344,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000377.xls,33280,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000171.xls,163328,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000375.xls,47616,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000170.xls,105984,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000378.xls,22016,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000382.xls,103424,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000384.xls,105472,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000383.xls,415744,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000390.xls,34304,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000386.xls,93696,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000391.xls,134656,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000385.xls,50176,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000388.xls,63488,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000394.xls,21504,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000393.xls,1607168,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000395.xls,49152,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000398.xls,47616,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000401.xls,32256,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000399.xls,223744,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000396.xls,1577984,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000392.xls,25600,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000402.xls,33792,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000403.xls,199168,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000406.xls,22528,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000407.xls,21504,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000408.xls,7489536,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000775.xls,96768,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000633.xls,3922944,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000777.xls,137728,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000776.xls,2082816,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000780.xls,96768,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000781.xls,282112,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000779.xls,620032,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000778.xls,150528,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000405.xls,9015296,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000782.xls,30720,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,000/000959.xls,31744,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001078.xls,228352,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001088.xls,121344,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001091.xls,18432,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001084.xls,140800,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001093.xls,1244672,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001079.xls,2061312,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001080.xls,24576,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001095.xls,117760,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001096.xls,935424,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001100.xls,28160,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001098.xls,290816,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001102.xls,845312,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001105.xls,19968,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001108.xls,17920,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001101.xls,22528,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001110.xls,131584,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001109.xls,39936,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001111.xls,25600,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001112.xls,165888,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001113.xls,69632,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001474.xls,31744,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001471.xls,15360,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001114.xls,2626560,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001469.xls,13824,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001138.xls,16772608,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001478.xls,41472,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001477.xls,1597952,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001697.xls,70144,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001479.xls,159232,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001502.xls,363520,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001568.xls,134144,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001698.xls,45056,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001699.xls,93696,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001569.xls,9735168,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001700.xls,3286016,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001900.xls,128000,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001898.xls,148480,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001701.xls,1112576,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001973.xls,77312,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001970.xls,36864,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001971.xls,199680,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001976.xls,21504,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001969.xls,1613824,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001981.xls,55296,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001979.xls,36352,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001982.xls,22016,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001992.xls,98816,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001984.xls,227328,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001990.xls,318464,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001993.xls,18432,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001986.xls,218624,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001998.xls,123904,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001999.xls,49152,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,001/001996.xls,975360,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002215.xls,55296,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002214.xls,55808,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002492.xls,17920,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002216.xls,83968,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002219.xls,2556416,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002498.xls,256000,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002501.xls,89600,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002505.xls,12393472,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002510.xls,54272,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002506.xls,89088,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002509.xls,116736,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002507.xls,114176,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002512.xls,5972992,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002740.xls,18944,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002741.xls,64512,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002742.xls,111616,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002744.xls,70144,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002949.xls,90624,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002743.xls,173056,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002753.xls,81408,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,002/002998.xls,48640,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003116.xls,38912,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003212.xls,148480,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003214.xls,58368,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003444.xls,15360,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003215.xls,70144,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003213.xls,104448,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003446.xls,251392,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003449.xls,40960,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003448.xls,30720,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003447.xls,23552,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003451.xls,39936,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003453.xls,57344,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003452.xls,115200,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003454.xls,450560,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003455.xls,440320,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003457.xls,157696,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003456.xls,768000,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003459.xls,88576,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003460.xls,5671936,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003461.xls,19968,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003465.xls,243712,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003462.xls,14336,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003708.xls,58368,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003870.xls,155648,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003464.xls,13533184,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003871.xls,365568,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003972.xls,56320,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003976.xls,242176,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003983.xls,1090560,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003984.xls,63488,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003985.xls,83968,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003992.xls,67072,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003986.xls,122368,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003993.xls,90112,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003987.xls,2293760,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004163.xls,35840,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,003/003995.xls,574464,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004166.xls,2675712,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,bad-format,004/004444.xls,39942,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004370.xls,427520,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004445.xls,57344,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004490.xls,89088,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004441.xls,772608,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004689.xls,93184,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004688.xls,158208,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004687.xls,153088,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004690.xls,31309,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004691.xls,92160,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004692.xls,742989,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004693.xls,355328,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004694.xls,217088,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004695.xls,246272,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004696.xls,178176,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004697.xls,598016,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004905.xls,27648,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004702.xls,2651648,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004703.xls,4650496,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004704.xls,50688,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004705.xls,3952640,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004906.xls,646144,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,005/005272.xls,25088,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004932.xls,147968,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004916.xls,35840,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,004/004918.xls,36352,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,005/005104.xls,4154368,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,005/005275.xls,25600,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,005/005274.xls,37888,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
.xls,ok,005/005280.xls,10219008,https://digitalcorpora.s3.amazonaws.com/corpora/files/govdocs1/by_type/xls.zip
